m,q,T,c,eta_opt,kappa_opt,R_bar,info_proc_cap
4,1.0,2.0,0.015,9.808271752844682,2.4413404754399735,0.9288635092275146,1.8577270184550292
2,0.75,2.0,0.0175,7.136451329831957,1.352996581501595,0.9522342599974735,0.9522342599974735
2,0.75,3.0,0.0175,7.138448149292271,1.239864807552966,0.9556774831559476,0.9556774831559476
2,0.75,3.0,0.0175,7.122883731060261,1.2206980800156089,0.9551048614759647,0.9551048614759647
2,1.0,2.0,0.0175,6.446167969970613,1.4682679907266603,0.9542349872740309,0.9542349872740309
2,1.0,3.0,0.0175,6.314751115524927,1.3716821031490642,0.9564263637330083,0.9564263637330083
2,1.0,3.0,0.0175,6.295943826114778,1.366252231149126,0.9561979932343148,0.9561979932343148
4,0.75,2.0,0.0175,10.776991338421922,2.1063939216753074,0.9150040441200511,1.8300080882401022
4,1.0,2.0,0.0175,9.25661981130691,2.312384065397019,0.917854854014266,1.835709708028532
4,1.0,3.0,0.0175,9.381707999163758,2.1966204681280885,0.9242296145120208,1.8484592290240416
2,0.75,2.0,0.02,6.814009843267435,1.2814644198241456,0.9448061027610544,0.9448061027610544
2,0.75,3.0,0.02,6.835647507953345,1.1832851275738556,0.9490806365935996,0.9490806365935996
2,1.0,2.0,0.02,6.174822034983336,1.4113323261385176,0.9480008599183404,0.9480008599183404
2,1.0,3.0,0.02,6.034530253859127,1.3261621564261254,0.9503142716660181,0.9503142716660181
2,1.0,3.0,0.02,6.104277255678595,1.3353952999479834,0.951867229717878,0.951867229717878
4,0.75,2.0,0.02,10.19749096237975,2.0611699991577117,0.9035051721896183,1.8070103443792367
4,1.0,2.0,0.02,8.804076077455816,2.2065947304230407,0.9073884951216595,1.814776990243319
4,1.0,3.0,0.02,8.904687792885847,2.0661708168821407,0.9132440708045052,1.8264881416090104
2,0.75,2.0,0.0225,6.586208762639479,1.250045985027867,0.9391331588445603,0.9391331588445603
2,0.75,3.0,0.0225,6.587711526691877,1.1480798256415932,0.9431252194680246,0.9431252194680246
2,1.0,2.0,0.0225,5.981896733424267,1.3683122607115694,0.9430117074071281,0.9430117074071281
2,1.0,3.0,0.0225,5.822444417221675,1.2870968190199725,0.9449454509252019,0.9449454509252019
2,1.0,3.0,0.0225,5.889824426587431,1.3295360931476765,0.947202929169783,0.947202929169783
4,0.75,2.0,0.0225,9.734147030068593,1.9737990590124248,0.8917441634495089,1.7834883268990178
4,0.75,3.0,0.0225,9.907327871090073,1.9284153701062277,0.9017541021350056,1.8035082042700112
4,1.0,2.0,0.0225,8.412965663713333,2.107727496808044,0.8971400549835118,1.7942801099670236
4,1.0,3.0,0.0225,8.40679091734242,2.0093108678046816,0.9014927858965698,1.8029855717931396
2,0.75,2.0,0.025,6.421664674780378,1.1770227614505548,0.9334432488026642,0.9334432488026642
2,0.75,3.0,0.025,6.392055096344883,1.1408660037361318,0.9382502824349287,0.9382502824349287
2,0.75,3.0,0.025,6.347035432778302,1.1099559324368153,0.9364337949432427,0.9364337949432427
2,1.0,3.0,0.025,5.700233633140228,1.2510840288843075,0.9410669453052857,0.9410669453052857
4,0.75,2.0,0.025,9.242111890814687,1.923237327659928,0.8788938444711297,1.7577876889422595
4,0.75,3.0,0.025,9.30947051999881,1.822206050512003,0.8853343307899524,1.7706686615799048
4,1.0,2.0,0.025,8.040827890229552,2.069086171981021,0.8872139624155103,1.7744279248310206
4,1.0,3.0,0.025,7.976721862135585,1.871398788097504,0.8872905817156136,1.7745811634312272
2,0.75,2.0,0.0275,6.163522634341233,1.181507692438355,0.9269207241758091,0.9269207241758091
2,0.75,3.0,0.0275,6.184593552838175,1.0732125517381756,0.9312231116693249,0.9312231116693249
2,0.75,3.0,0.0275,6.2060867063339105,1.1025382981011271,0.932424736846327,0.932424736846327
2,1.0,3.0,0.0275,5.489111242023922,1.2299505358416074,0.9349809494849833,0.9349809494849833
4,0.75,3.0,0.0275,8.94911850826016,1.8003341360540155,0.8753340428466575,1.750668085693315
4,1.0,2.0,0.0275,7.671278570754741,2.07112085431835,0.8772193322241694,1.7544386644483387
4,1.0,3.0,0.0275,7.768481572032843,1.9371220225981793,0.8837538698719442,1.7675077397438883
2,0.75,2.0,0.03,5.994224720567945,1.1084407351730001,0.9197925962199344,0.9197925962199344
2,0.75,3.0,0.03,6.090618177843678,1.047972711946964,0.9278090529866626,0.9278090529866626
2,0.75,3.0,0.03,6.085413466980042,1.0295996857215828,0.9270884177229026,0.9270884177229026
2,1.0,2.0,0.03,5.390937528931894,1.3046642696475577,0.9259049503343216,0.9259049503343216
2,1.0,3.0,0.03,5.420928348610381,1.2051472718301313,0.932374558630957,0.932374558630957
2,1.0,3.0,0.03,5.387685079746896,1.1719541937854592,0.9302927533481521,0.9302927533481521
4,0.75,2.0,0.03,8.628461354111916,1.7945383915706363,0.8583759395056868,1.7167518790113736
4,1.0,2.0,0.03,7.4992127123567025,1.9623985896801117,0.8691368027270449,1.7382736054540897
2,0.75,2.0,0.0325,5.830389303669073,1.089843252913917,0.9140605827675429,0.9140605827675429
2,0.75,3.0,0.0325,5.845231194250281,1.0265105071110012,0.9195888713529262,0.9195888713529262
2,0.75,3.0,0.0325,5.868908104869909,1.0005102921407967,0.9196047136640723,0.9196047136640723
2,1.0,2.0,0.0325,5.324853470261674,1.2193359906997479,0.9214182758057332,0.9214182758057332
2,1.0,3.0,0.0325,5.24570289385557,1.1781067551968172,0.9259486957222538,0.9259486957222538
4,0.75,2.0,0.0325,8.367923145784943,1.7608528663214091,0.8492285847662361,1.6984571695324722
4,0.75,3.0,0.0325,8.376020675185721,1.6637390039455606,0.8540640850242677,1.7081281700485353
4,1.0,2.0,0.0325,7.3025013974803175,1.9192352748549624,0.8614930279905066,1.7229860559810133
2,0.75,2.0,0.035,5.696430196055764,1.0963183414239315,0.9099060095826912,0.9099060095826912
2,0.75,3.0,0.035,5.695791543471768,1.008805589462459,0.9139692200451422,0.9139692200451422
2,1.0,2.0,0.035,5.206044118845874,1.20593924184361,0.9169708778772239,0.9169708778772239
2,1.0,3.0,0.035,5.150007542486096,1.1212268190726913,0.920880427110789,0.920880427110789
4,0.75,2.0,0.035,7.966728742709566,1.7778474179266774,0.8361936997847247,1.6723873995694494
4,1.0,2.0,0.035,7.018579077605868,2.0139429628670724,0.8550806980500032,1.7101613961000064
2,0.75,2.0,0.0375,5.512216893153937,1.0578110577603193,0.9018086837667821,0.9018086837667821
2,0.75,3.0,0.0375,5.537038139907354,0.9758895082736105,0.906972390279981,0.906972390279981
2,0.75,3.0,0.0375,5.5558270181873555,0.9809617832580597,0.9078309166804894,0.9078309166804894
2,1.0,2.0,0.0375,5.061219338319684,1.1893313288004277,0.911074964038082,0.911074964038082
2,1.0,3.0,0.0375,5.014093545416867,1.0957592105130383,0.9150021570409606,0.9150021570409606
4,0.75,3.0,0.0375,7.795021212399482,1.6659454540238656,0.8336471396630865,1.667294279326173
4,1.0,2.0,0.0375,6.921144228792612,1.9609847374311686,0.84983699758598,1.69967399517196
4,1.0,3.0,0.0375,6.934645467232543,1.8580201779567287,0.8538757185314862,1.7077514370629725
2,0.75,2.0,0.04,5.371340388526611,1.021877088764715,0.8950417564709333,0.8950417564709333
2,0.75,3.0,0.04,5.443569408947774,0.9577093844683185,0.9027109787810783,0.9027109787810783
2,0.75,3.0,0.04,5.356820874095823,0.9573780584496467,0.8990791455240387,0.8990791455240387
2,1.0,2.0,0.04,4.914320904009265,1.1552755863732103,0.9041294020171329,0.9041294020171329
2,1.0,3.0,0.04,4.95854085091675,1.0675406432320698,0.911864871947625,0.911864871947625
2,1.0,3.0,0.04,4.8861963860746345,1.1314149328361083,0.9114642744526786,0.9114642744526786
4,1.0,2.0,0.04,6.875958340089438,2.003951561442804,0.8498364260029297,1.6996728520058595
4,1.0,3.0,0.04,6.764929658132024,1.8736655385759204,0.8481954524444385,1.696390904888877
2,0.75,2.0,0.0425,5.292533547034298,1.006499958413758,0.891144442171662,0.891144442171662
2,0.75,3.0,0.0425,5.345209252779566,0.9543984707914294,0.8984890724475568,0.8984890724475568
2,0.75,3.0,0.0425,5.313401556147683,0.9238883788466731,0.8959122406892979,0.8959122406892979
2,1.0,2.0,0.0425,4.777890913070204,1.1295734979696552,0.8971252860729299,0.8971252860729299
2,1.0,3.0,0.0425,4.791587541681708,1.0892706135131474,0.9060188840633191,0.9060188840633191
2,1.0,3.0,0.0425,4.777926651598546,1.0777253016879595,0.904735853234568,0.904735853234568
4,0.75,2.0,0.0425,7.203965695443159,1.6797739275941825,0.8027682935004035,1.605536587000807
4,0.75,3.0,0.0425,7.3889629844713225,1.6323234228826284,0.8158394398209036,1.6316788796418071
4,1.0,2.0,0.0425,6.4851854957931385,1.8998323754302502,0.8300319992219442,1.6600639984438883
2,0.75,2.0,0.045,5.1370355262833876,0.9776977389694632,0.883131333186336,0.883131333186336
2,0.75,3.0,0.045,5.203579631545879,0.9275837422051572,0.891209747034214,0.891209747034214
2,1.0,2.0,0.045,4.68084649898956,1.1059209842404212,0.8918317339890995,0.8918317339890995
2,1.0,3.0,0.045,4.744130589110102,1.0533369211478143,0.9022132508140268,0.9022132508140268
2,1.0,3.0,0.045,4.68902807035909,1.066278954678855,0.9004023568302387,0.9004023568302387
4,0.75,2.0,0.045,6.9983170897937494,1.634646018540575,0.7914395859731432,1.5828791719462865
4,1.0,2.0,0.045,6.390401488434018,1.8066001239439184,0.8219124933426882,1.6438249866853765
2,0.75,2.0,0.0475,5.106901634816815,0.9551708820657865,0.880661780706788,0.880661780706788
2,0.75,3.0,0.0475,5.114524567737584,0.9052013967399193,0.8861738688446178,0.8861738688446178
2,0.75,3.0,0.0475,5.049030200221625,0.9084660650076588,0.8831661270159249,0.8831661270159249
2,1.0,3.0,0.0475,4.620299751943179,1.0055195214038015,0.8943645647468852,0.8943645647468852
2,1.0,3.0,0.0475,4.619911169587786,1.0448712802085844,0.8962715202867133,0.8962715202867133
4,0.75,2.0,0.0475,6.915420520277015,1.6015763398005374,0.7862472008211208,1.5724944016422415
4,0.75,3.0,0.0475,6.990564412128056,1.607920319428378,0.7970503867491346,1.5941007734982693
4,1.0,2.0,0.0475,6.28734899966469,1.7935641395479154,0.8165863425486908,1.6331726850973816
4,1.0,3.0,0.0475,6.27441392722876,1.8511504550895186,0.825866540924591,1.651733081849182
2,0.75,2.0,0.05,4.93506375620607,0.9398478811151603,0.871691177445429,0.871691177445429
2,0.75,3.0,0.05,4.935861379820568,0.9048818581694791,0.8773573158630098,0.8773573158630098
2,0.75,3.0,0.05,4.9788578661639145,0.8700777489345235,0.8775881764713229,0.8775881764713229
2,1.0,2.0,0.05,4.493421129462491,1.0731545016584474,0.8811404460268866,0.8811404460268866
2,1.0,3.0,0.05,4.5039458739445255,1.0435980076918188,0.890598174682582,0.890598174682582
2,1.0,3.0,0.05,4.432910592947333,1.040835311167748,0.8866960149231861,0.8866960149231861
4,0.75,3.0,0.05,6.8223625270502914,1.5690109863265707,0.7866883536538195,1.573376707307639
4,1.0,2.0,0.05,6.137267373131101,1.734115735122153,0.8065293275081258,1.6130586550162516
4,1.0,3.0,0.05,6.108317779063555,1.8516081899228263,0.8177053201712497,1.6354106403424995
2,0.75,3.0,0.0525,4.891984987109599,0.9015337344714585,0.8750198970450489,0.8750198970450489
2,0.75,3.0,0.0525,4.869796499459032,0.8971429312674359,0.8733931542633468,0.8733931542633468
2,1.0,2.0,0.0525,4.440254982146165,1.0640356240015056,0.8778792403534743,0.8778792403534743
2,1.0,3.0,0.0525,4.439027887650372,1.0416370830988713,0.8870323811078705,0.8870323811078705
2,1.0,3.0,0.0525,4.442412743837003,1.0207435641026525,0.8861297932746744,0.8861297932746744
4,0.75,2.0,0.0525,6.418748862090476,1.5500327044028508,0.7587267624269589,1.5174535248539178
4,0.75,3.0,0.0525,6.75081628746295,1.5245578417931527,0.7812096146968551,1.5624192293937103
4,1.0,2.0,0.0525,5.945720567503512,1.8029449218373108,0.8002072177277028,1.6004144354554055
4,1.0,3.0,0.0525,6.082070201814229,1.7804240767692447,0.8131580950544832,1.6263161901089664
2,0.75,2.0,0.055,4.7373973210508025,0.8980800088588724,0.85918267875622,0.85918267875622
2,0.75,3.0,0.055,4.800845103487648,0.8733729835871745,0.8685908768885844,0.8685908768885844
2,1.0,2.0,0.055,4.384583239891184,1.032690916267793,0.8731760250979,0.8731760250979
2,1.0,3.0,0.055,4.330487312191211,1.0107057906773484,0.8794746402437585,0.8794746402437585
2,1.0,3.0,0.055,4.374245180771792,1.0159512771590842,0.8820045076006818,0.8820045076006818
4,0.75,3.0,0.055,6.35501085318797,1.5267803928480153,0.7594764351910852,1.5189528703821704
4,1.0,2.0,0.055,5.825004348522299,1.7426667663375208,0.7902763143495978,1.5805526286991955
4,1.0,3.0,0.055,5.928571424620945,1.775977325164519,0.8040492523836952,1.6080985047673904
2,0.75,2.0,0.0575,4.639274440948838,0.8814066506084396,0.8525741394643932,0.8525741394643932
2,0.75,3.0,0.0575,4.7077090465731075,0.864981628453976,0.8627145319490281,0.8627145319490281
2,0.75,3.0,0.0575,4.734952032513076,0.8567918316893228,0.8639842335020531,0.8639842335020531
2,1.0,2.0,0.0575,4.338238378385246,1.0361159814134073,0.870778414157649,0.870778414157649
2,1.0,3.0,0.0575,4.2626697661304105,1.0188119182191129,0.876171954147956,0.876171954147956
2,1.0,3.0,0.0575,4.2896450856710295,0.9929092684234422,0.8760758545604689,0.8760758545604689
4,0.75,2.0,0.0575,6.15399373169157,1.4722833899684256,0.739624203271947,1.479248406543894
4,1.0,2.0,0.0575,5.76787498688948,1.7022952871775754,0.7846220251711447,1.5692440503422893
4,1.0,3.0,0.0575,5.893712582962316,1.7747161560120548,0.802641074998103,1.605282149996206
2,0.75,3.0,0.06,4.589227040331458,0.8370712630555481,0.8541596275684797,0.8541596275684797
2,0.75,3.0,0.06,4.63880301716304,0.81274138962702,0.8554984487971061,0.8554984487971061
2,1.0,2.0,0.06,4.2309278355606965,1.0030845160103912,0.8623122730726254,0.8623122730726254
2,1.0,3.0,0.06,4.212413449018965,0.9902282226995118,0.8714162870387194,0.8714162870387194
2,1.0,3.0,0.06,4.248082876602899,0.965529126460681,0.8720765495938586,0.8720765495938586
4,0.75,2.0,0.06,6.008508522006479,1.4044571604958582,0.7270495963081565,1.454099192616313
4,0.75,3.0,0.06,6.191306706745512,1.4777281773387936,0.7471472628547837,1.4942945257095674
2,0.75,2.0,0.0625,4.4802269126087175,0.8410911250874505,0.8407617913484524,0.8407617913484524
2,0.75,3.0,0.0625,4.573985515641338,0.8275921419268437,0.8526340868933782,0.8526340868933782
2,0.75,3.0,0.0625,4.548839513469984,0.8401900636126148,0.8517726708774955,0.8517726708774955
2,1.0,2.0,0.0625,4.200989377954622,1.0027520179716471,0.8606505682788755,0.8606505682788755
2,1.0,3.0,0.0625,4.176099789787641,0.9735348753483803,0.8682710244868908,0.8682710244868908
2,1.0,3.0,0.0625,4.159473750830166,0.9663326969398675,0.8667017487860506,0.8667017487860506
4,0.75,2.0,0.0625,5.8693066459205125,1.3542311623280128,0.7153488279514993,1.4306976559029987
4,0.75,3.0,0.0625,6.061308096932033,1.4416079966482385,0.7370148633268404,1.4740297266536808
4,1.0,2.0,0.0625,5.605996294466302,1.6052696565500353,0.7697041312100272,1.5394082624200545
2,0.75,2.0,0.065,4.383546720493411,0.8105868380245935,0.8324965183624887,0.8324965183624887
2,0.75,3.0,0.065,4.443719721654579,0.8268502507843498,0.8444732370657358,0.8444732370657358
2,0.75,3.0,0.065,4.46584392923794,0.8449279834092983,0.8468459892531738,0.8468459892531738
2,1.0,3.0,0.065,4.068529816795644,0.9943465488613492,0.8627008950185718,0.8627008950185718
2,1.0,3.0,0.065,4.1003100096679725,0.9542805849245559,0.8619815251493814,0.8619815251493814
4,0.75,2.0,0.065,5.6326411916263694,1.3398033760675845,0.6993254513769799,1.3986509027539598
4,0.75,3.0,0.065,5.911532335849249,1.3912680389775494,0.7240937086026747,1.4481874172053495
4,1.0,2.0,0.065,5.431998900175686,1.5734624021043477,0.7561685578132755,1.512337115626551
4,1.0,3.0,0.065,5.624897583330349,1.658141009228433,0.7790153595134997,1.5580307190269993
2,0.75,2.0,0.0675,4.332726676535791,0.8040165957039257,0.8287527826694673,0.8287527826694673
2,0.75,3.0,0.0675,4.407345856315586,0.8054072220265613,0.8404777962509308,0.8404777962509308
2,0.75,3.0,0.0675,4.41283407962236,0.7898835944620669,0.8396199046194798,0.8396199046194798
2,1.0,2.0,0.0675,4.059382873170096,0.9621684013850038,0.849173051703114,0.849173051703114
2,1.0,3.0,0.0675,4.04856722715139,0.973283358231409,0.8598018055214375,0.8598018055214375
2,1.0,3.0,0.0675,4.063899844195467,0.9705732663776532,0.860785464494152,0.860785464494152
4,0.75,2.0,0.0675,5.528550813293851,1.290264502150544,0.6893095831993266,1.3786191663986531
4,0.75,3.0,0.0675,5.798636967542982,1.3849016127988096,0.716374632388997,1.432749264777994
4,1.0,2.0,0.0675,5.2703506608094965,1.4933627980609707,0.740150984791171,1.480301969582342
4,1.0,3.0,0.0675,5.458006622461473,1.6449553361630693,0.7674903610720905,1.534980722144181
2,0.75,2.0,0.07,4.198919457239691,0.8168751639705446,0.820189806696556,0.820189806696556
2,0.75,3.0,0.07,4.345517962142961,0.792375934879279,0.8353364599501758,0.8353364599501758
2,0.75,3.0,0.07,4.344987046288219,0.8009941388565534,0.8356615792478214,0.8356615792478214
2,1.0,2.0,0.07,4.023151059434291,0.9213294327885453,0.8438739705628109,0.8438739705628109
2,1.0,3.0,0.07,3.9659096542468015,0.9591142649750213,0.8532683122745971,0.8532683122745971
4,0.75,3.0,0.07,5.658958189604692,1.3326678780799892,0.7031590964159712,1.4063181928319424
4,1.0,3.0,0.07,5.413181469125685,1.598988390222605,0.7610890244571717,1.5221780489143435
2,0.75,2.0,0.0725,4.180390345176506,0.7855548856332581,0.816841856797018,0.816841856797018
2,0.75,3.0,0.0725,4.258488087967359,0.8086877799983556,0.830275280015904,0.830275280015904
2,0.75,3.0,0.0725,4.263491856448458,0.7995235113581445,0.8299475443075196,0.8299475443075196
2,1.0,3.0,0.0725,3.9068921887038193,0.9122738581435843,0.8454865911545489,0.8454865911545489
2,1.0,3.0,0.0725,3.891133196613224,0.9466090374404861,0.8467462345750585,0.8467462345750585
4,0.75,2.0,0.0725,5.112801175312824,1.1199937953378774,0.6477347750477346,1.2954695500954692
4,0.75,3.0,0.0725,5.527931407251238,1.3120435892991296,0.6923876946886722,1.3847753893773445
4,1.0,2.0,0.0725,5.139404617506112,1.5273081785844784,0.7329629426826367,1.4659258853652735
4,1.0,3.0,0.0725,5.2490491975818845,1.5654236657144995,0.7469762618565484,1.4939525237130968
2,0.75,2.0,0.075,4.123596652322235,0.7536709417397798,0.8106238100873208,0.8106238100873208
2,0.75,3.0,0.075,4.183618624007572,0.7828387488843267,0.8228603623613907,0.8228603623613907
2,1.0,2.0,0.075,3.90961021686966,0.9022813533437024,0.8344916148864358,0.8344916148864358
2,1.0,3.0,0.075,3.8560060604604436,0.9253571099110893,0.8427625187231349,0.8427625187231349
2,1.0,3.0,0.075,3.891122469932696,0.9409618951008699,0.846341883600017,0.846341883600017
4,0.75,2.0,0.075,5.008225267029721,1.0893652178104967,0.6377945212222029,1.2755890424444059
4,0.75,3.0,0.075,5.311092030351585,1.2290806555786191,0.670435304391238,1.340870608782476
4,1.0,2.0,0.075,5.049272336237108,1.440804144863534,0.7202201668099896,1.4404403336199791
4,1.0,3.0,0.075,5.270134218429954,1.4972094520725676,0.7435381952025633,1.4870763904051265
2,0.75,2.0,0.0775,4.031819198877593,0.7406803752091585,0.802554511537622,0.802554511537622
2,0.75,3.0,0.0775,4.096301612396867,0.7787685823480941,0.8158635665303325,0.8158635665303325
2,1.0,3.0,0.0775,3.84792683727914,0.9097648647037461,0.8407806768637307,0.8407806768637307
2,1.0,3.0,0.0775,3.834363904451316,0.8943581474001456,0.8385341329870368,0.8385341329870368
4,0.75,2.0,0.0775,4.8429644531386975,1.0415616791605486,0.621686670122646,1.243373340245292
4,0.75,3.0,0.0775,5.2379423406963745,1.1900109707016187,0.6616759975187554,1.3233519950375108
4,1.0,2.0,0.0775,4.915408295827874,1.4403616200310196,0.7099534799159254,1.4199069598318508
4,1.0,3.0,0.0775,5.183454662179261,1.498449809249466,0.7369651739643358,1.4739303479286716
2,0.75,2.0,0.08,3.9556531179175747,0.6958380534901025,0.7930713913642772,0.7930713913642772
2,0.75,3.0,0.08,4.081591916456556,0.7709516517160556,0.8139442365432229,0.8139442365432229
2,1.0,2.0,0.08,3.7396298599883395,0.8626417306671834,0.8180232414018628,0.8180232414018628
2,1.0,3.0,0.08,3.765097800686693,0.9273609408628947,0.8357098636996406,0.8357098636996406
2,1.0,3.0,0.08,3.7337791656037345,0.9027870545816775,0.8310499944625874,0.8310499944625874
4,0.75,2.0,0.08,4.695071899956755,0.9571896770480042,0.6034123316232058,1.2068246632464117
4,0.75,3.0,0.08,5.007944977831274,1.124433385708591,0.638648655693124,1.277297311386248
4,1.0,2.0,0.08,4.878741601231604,1.314353693918361,0.6970886752865358,1.3941773505730717
4,1.0,3.0,0.08,5.085434696594302,1.4611323213529965,0.726510242529789,1.453020485059578
2,0.75,2.0,0.0825,3.9330732517914284,0.6702728271570414,0.7891035068935891,0.7891035068935891
2,0.75,3.0,0.0825,4.00639193730788,0.7483757191167303,0.806257383002941,0.806257383002941
2,0.75,3.0,0.0825,4.032728427176675,0.7367912046831362,0.8074164001889558,0.8074164001889558
2,1.0,2.0,0.0825,3.6904935993561243,0.8460403551878696,0.8125777606609644,0.8125777606609644
2,1.0,3.0,0.0825,3.7345449488033275,0.8932428245884627,0.8305304684004966,0.8305304684004966
2,1.0,3.0,0.0825,3.7461700315025555,0.904347680252617,0.8323527723230761,0.8323527723230761
4,0.75,2.0,0.0825,4.502211409866791,0.9331343370061757,0.5859055885042267,1.1718111770084534
4,0.75,3.0,0.0825,4.768017454169352,1.0852313044028012,0.6157859660967447,1.2315719321934895
4,1.0,2.0,0.0825,4.79863533454837,1.2879729077249127,0.6884857796064722,1.3769715592129443
2,0.75,2.0,0.085,3.7982826017196154,0.6782708816253167,0.7785862606740852,0.7785862606740852
2,0.75,3.0,0.085,3.9487505952679576,0.7394537766607508,0.8006830961803283,0.8006830961803283
2,0.75,3.0,0.085,3.955689712506387,0.7452645189914757,0.801557943904061,0.801557943904061
2,1.0,2.0,0.085,3.6651509510558515,0.8491707707592971,0.8107537109946966,0.8107537109946966
2,1.0,3.0,0.085,3.7069400213118913,0.8808557581719072,0.8273152063458517,0.8273152063458517
