species,id,q,m,pre_ms,a,label,type,n,y
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,3,300.0,0.2222222222222222,incongruent,-1,20,18.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,4,300.0,0.2222222222222222,congruent_true,1,19,13.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,4,300.0,0.2222222222222222,congruent_false,0,1,1.0
2,6QsZ65k8FzVbZmN9H0IhvOHgHTp2,0.92,4,300.0,0.2222222222222222,incongruent,-1,20,14.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,2,300.0,0.2222222222222222,congruent_true,1,15,15.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,2,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,2,300.0,0.2222222222222222,incongruent,-1,21,19.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,3,300.0,0.2222222222222222,congruent_true,1,14,14.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,3,300.0,0.2222222222222222,congruent_false,0,6,5.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,3,300.0,0.2222222222222222,incongruent,-1,20,19.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,4,300.0,0.2222222222222222,congruent_true,1,14,11.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,4,300.0,0.2222222222222222,congruent_false,0,6,6.0
2,6zojFUfo27fjlrwDsdv0wNpwcCr1,0.7,4,300.0,0.2222222222222222,incongruent,-1,20,20.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,2,300.0,0.2222222222222222,congruent_true,1,19,19.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,2,300.0,0.2222222222222222,congruent_false,0,2,2.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,2,300.0,0.2222222222222222,incongruent,-1,21,21.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,3,300.0,0.2222222222222222,congruent_true,1,19,19.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,3,300.0,0.2222222222222222,congruent_false,0,1,1.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,3,300.0,0.2222222222222222,incongruent,-1,20,19.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,4,300.0,0.2222222222222222,congruent_true,1,18,18.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,4,300.0,0.2222222222222222,congruent_false,0,2,2.0
2,7Airv4FN8PfYZCOsbaQNlvh2zrk2,0.92,4,300.0,0.2222222222222222,incongruent,-1,20,20.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,2,700.0,0.5185185185185185,congruent_true,1,20,20.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,2,700.0,0.5185185185185185,congruent_false,0,1,0.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,2,700.0,0.5185185185185185,incongruent,-1,21,21.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,3,700.0,0.5185185185185185,congruent_true,1,18,16.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,3,700.0,0.5185185185185185,congruent_false,0,2,2.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,3,700.0,0.5185185185185185,incongruent,-1,20,19.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,4,700.0,0.5185185185185185,congruent_true,1,18,18.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,4,700.0,0.5185185185185185,congruent_false,0,2,2.0
2,7Sr8rZO9yHfcbDD1Lrt7WWI1LOJ3,0.92,4,700.0,0.5185185185185185,incongruent,-1,20,20.0
2,86ZnuvfdnmYwVZLE2Ck28P1H1Ef1,0.7,2,1100.0,0.8148148148148148,congruent_true,1,15,15.0
2,86ZnuvfdnmYwVZLE2Ck28P1H1Ef1,0.7,2,1100.0,0.8148148148148148,congruent_false,0,6,6.0
2,86ZnuvfdnmYwVZLE2Ck28P1H1Ef1,0.7,2,1100.0,0.8148148148148148,incongruent,-1,21,19.0
2,86ZnuvfdnmYwVZLE2Ck28P1H1Ef1,0.7,3,1100.0,0.8148148148148148,congruent_true,1,14,14.0
